id,split
sgfr-004186,train
sgfr-001161,train
sgfr-003696,train
sgfr-001282,train
sgfr-000043,train
sgfr-004466,train
sgfr-002423,train
sgfr-004972,train
sgfr-000160,train
sgfr-004373,train
sgfr-000813,train
sgfr-003667,train
sgfr-005030,train
sgfr-000538,train
sgfr-004671,train
sgfr-000693,train
sgfr-005551,train
sgfr-003890,train
sgfr-003830,train
sgfr-005217,train
sgfr-002601,train
sgfr-004126,train
sgfr-005506,train
sgfr-000138,train
sgfr-000262,train
sgfr-004003,train
sgfr-005161,train
sgfr-000063,train
sgfr-001713,train
sgfr-004808,train
sgfr-001549,train
sgfr-003303,train
sgfr-001122,train
sgfr-001495,train
sgfr-000365,train
sgfr-005449,train
sgfr-003699,train
sgfr-001484,train
sgfr-004881,train
sgfr-004308,train
sgfr-000948,train
sgfr-001435,train
sgfr-000661,train
sgfr-001041,train
sgfr-000112,train
sgfr-002704,train
sgfr-002904,train
sgfr-003449,train
sgfr-001697,train
sgfr-002833,train
sgfr-001431,train
sgfr-003798,train
sgfr-001837,train
sgfr-003313,train
sgfr-002513,train
sgfr-003920,train
sgfr-002131,train
sgfr-005010,train
sgfr-000747,train
sgfr-004522,train
sgfr-001376,train
sgfr-002276,train
sgfr-004435,train
sgfr-001605,train
sgfr-004316,train
sgfr-001068,train
sgfr-004342,train
sgfr-003282,train
sgfr-003601,train
sgfr-004589,train
sgfr-002994,train
sgfr-002323,train
sgfr-004141,train
sgfr-002205,train
sgfr-001062,train
sgfr-002064,train
sgfr-004935,train
sgfr-005395,train
sgfr-002643,train
sgfr-001395,train
sgfr-002725,train
sgfr-003261,train
sgfr-000397,train
sgfr-002918,train
sgfr-001126,train
sgfr-001773,train
sgfr-000396,train
sgfr-000887,train
sgfr-001410,train
sgfr-004425,train
sgfr-000317,train
sgfr-002716,train
sgfr-004990,train
sgfr-004446,train
sgfr-002191,train
sgfr-000203,train
sgfr-005437,train
sgfr-002156,train
sgfr-005228,train
sgfr-001838,train
sgfr-001221,train
sgfr-001038,train
sgfr-001941,train
sgfr-003387,train
sgfr-000763,train
sgfr-004564,train
sgfr-002435,train
sgfr-001742,train
sgfr-003113,train
sgfr-005007,train
sgfr-000449,train
sgfr-001898,train
sgfr-004028,train
sgfr-000903,train
sgfr-002220,train
sgfr-002256,train
sgfr-004604,train
sgfr-004729,train
sgfr-002389,train
sgfr-002151,train
sgfr-002541,train
sgfr-001093,train
sgfr-001664,train
sgfr-004996,train
sgfr-000700,train
sgfr-003674,train
sgfr-003399,train
sgfr-000292,train
sgfr-004341,train
sgfr-000448,train
sgfr-002144,train
sgfr-000335,train
sgfr-002239,train
sgfr-000776,train
sgfr-001434,train
sgfr-000216,train
sgfr-001087,train
sgfr-000701,train
sgfr-000590,train
sgfr-004886,train
sgfr-001492,train
sgfr-002366,train
sgfr-000332,train
sgfr-001720,train
sgfr-000428,train
sgfr-003081,train
sgfr-002365,train
sgfr-000206,train
sgfr-000101,train
sgfr-001761,train
sgfr-004132,train
sgfr-000080,train
sgfr-001821,train
sgfr-003240,train
sgfr-003918,train
sgfr-001346,train
sgfr-000976,train
sgfr-001285,train
sgfr-002267,train
sgfr-002035,train
sgfr-000308,train
sgfr-001288,train
sgfr-000851,train
sgfr-001090,train
sgfr-002416,train
sgfr-005321,train
sgfr-005052,train
sgfr-002118,train
sgfr-004304,train
sgfr-000481,train
sgfr-000559,train
sgfr-003420,train
sgfr-000906,train
sgfr-000604,train
sgfr-004068,train
sgfr-000511,train
sgfr-005379,train
sgfr-001507,train
sgfr-001506,train
sgfr-001570,train
sgfr-002810,train
sgfr-002403,train
sgfr-003651,train
sgfr-000115,train
sgfr-002898,train
sgfr-000641,train
sgfr-003620,train
sgfr-000202,train
sgfr-005344,train
sgfr-000388,train
sgfr-005042,train
sgfr-000720,train
sgfr-000227,train
sgfr-001694,train
sgfr-003106,train
sgfr-000061,train
sgfr-000723,train
sgfr-001931,train
sgfr-003636,train
sgfr-004252,train
sgfr-004775,train
sgfr-003769,train
sgfr-005162,train
sgfr-000529,train
sgfr-003772,train
sgfr-002766,train
sgfr-000316,train
sgfr-002081,train
sgfr-004576,train
sgfr-001580,train
sgfr-004999,train
sgfr-001011,train
sgfr-001610,train
sgfr-004683,train
sgfr-000602,train
sgfr-001576,train
sgfr-001230,train
sgfr-001432,train
sgfr-005533,train
sgfr-000139,train
sgfr-001816,train
sgfr-001581,train
sgfr-001310,train
sgfr-002567,train
sgfr-005450,train
sgfr-004054,train
sgfr-003905,train
sgfr-004194,train
sgfr-001344,train
sgfr-004349,train
sgfr-001318,train
sgfr-002377,train
sgfr-004163,train
sgfr-001627,train
sgfr-001535,train
sgfr-001646,train
sgfr-000261,train
sgfr-002723,train
sgfr-004095,train
sgfr-001213,train
sgfr-004705,train
sgfr-002103,train
sgfr-000835,train
sgfr-001482,train
sgfr-004769,train
sgfr-003456,train
sgfr-003983,train
sgfr-002975,train
sgfr-001268,train
sgfr-001587,train
sgfr-005263,train
sgfr-004782,train
sgfr-002354,train
sgfr-004322,train
sgfr-004639,train
sgfr-002888,train
sgfr-001793,train
sgfr-005492,train
sgfr-002582,train
sgfr-005384,train
sgfr-002261,train
sgfr-003212,train
sgfr-001792,train
sgfr-000144,train
sgfr-000275,train
sgfr-004825,train
sgfr-002691,train
sgfr-005456,train
sgfr-001493,train
sgfr-000224,train
sgfr-001237,train
sgfr-002765,train
sgfr-004630,train
sgfr-003020,train
sgfr-001859,train
sgfr-000192,train
sgfr-005092,train
sgfr-002129,train
sgfr-005452,train
sgfr-002563,train
sgfr-003377,train
sgfr-001407,train
sgfr-004876,train
sgfr-001747,train
sgfr-000087,train
sgfr-000762,train
sgfr-003224,train
sgfr-004381,train
sgfr-004954,train
sgfr-001454,train
sgfr-005051,train
sgfr-003544,train
sgfr-003965,train
sgfr-002820,train
sgfr-000485,train
sgfr-004445,train
sgfr-003719,train
sgfr-002803,train
sgfr-002638,train
sgfr-003319,train
sgfr-004107,train
sgfr-002962,train
sgfr-003630,train
sgfr-005114,train
sgfr-003587,train
sgfr-001491,train
sgfr-003641,train
sgfr-005552,train
sgfr-004734,train
sgfr-000364,train
sgfr-000071,train
sgfr-002777,train
sgfr-003304,train
sgfr-003742,train
sgfr-000524,train
sgfr-005560,train
sgfr-001006,train
sgfr-004505,train
sgfr-003466,train
sgfr-005113,train
sgfr-001746,train
sgfr-002050,train
sgfr-005313,train
sgfr-002880,train
sgfr-004809,train
sgfr-000337,train
sgfr-002481,train
sgfr-005190,train
sgfr-001591,train
sgfr-001267,train
sgfr-004165,train
sgfr-001639,train
sgfr-001123,train
sgfr-004086,train
sgfr-002433,train
sgfr-004826,train
sgfr-003213,train
sgfr-001753,train
sgfr-001777,train
sgfr-002977,train
sgfr-001673,train
sgfr-000496,train
sgfr-003428,train
sgfr-001757,train
sgfr-002175,train
sgfr-003351,train
sgfr-004781,train
sgfr-005140,train
sgfr-001883,train
sgfr-004036,train
sgfr-000001,train
sgfr-005509,train
sgfr-000998,train
sgfr-000528,train
sgfr-001623,train
sgfr-003705,train
sgfr-000363,train
sgfr-001681,train
sgfr-000789,train
sgfr-004408,train
sgfr-001130,train
sgfr-001620,train
sgfr-002809,train
sgfr-003671,train
sgfr-000545,train
sgfr-001335,train
sgfr-000517,train
sgfr-001270,train
sgfr-003222,train
sgfr-001077,train
sgfr-001400,train
sgfr-002397,train
sgfr-005111,train
sgfr-003417,train
sgfr-000830,train
sgfr-004550,train
sgfr-003441,train
sgfr-005494,train
sgfr-000487,train
sgfr-003797,train
sgfr-005124,train
sgfr-005120,train
sgfr-005142,train
sgfr-002316,train
sgfr-001573,train
sgfr-003536,train
sgfr-005034,train
sgfr-000971,train
sgfr-004742,train
sgfr-003689,train
sgfr-002312,train
sgfr-000177,train
sgfr-001629,train
sgfr-000493,train
sgfr-002091,train
sgfr-002871,train
sgfr-002744,train
sgfr-002517,train
sgfr-005278,train
sgfr-004706,train
sgfr-001333,train
sgfr-005556,train
sgfr-003637,train
sgfr-003932,train
sgfr-000182,train
sgfr-002508,train
sgfr-003816,train
sgfr-002269,train
sgfr-002900,train
sgfr-001158,train
sgfr-000847,train
sgfr-004790,train
sgfr-000873,train
sgfr-002591,train
sgfr-003204,train
sgfr-003385,train
sgfr-000413,train
sgfr-002894,train
sgfr-005163,train
sgfr-001447,train
sgfr-002367,train
sgfr-003539,train
sgfr-005054,train
sgfr-004920,train
sgfr-004087,train
sgfr-002214,train
sgfr-002693,train
sgfr-005544,train
sgfr-000536,train
sgfr-001416,train
sgfr-002847,train
sgfr-004015,train
sgfr-003208,train
sgfr-000249,train
sgfr-003802,train
sgfr-001359,train
sgfr-003285,train
sgfr-003447,train
sgfr-000734,train
sgfr-000029,train
sgfr-004661,train
sgfr-004479,train
sgfr-004882,train
sgfr-004987,train
sgfr-005249,train
sgfr-003465,train
sgfr-004880,train
sgfr-004577,train
sgfr-002800,train
sgfr-005097,train
sgfr-001907,train
sgfr-000955,train
sgfr-004568,train
sgfr-004275,train
sgfr-005557,train
sgfr-001389,train
sgfr-000127,train
sgfr-001833,train
sgfr-002786,train
sgfr-003579,train
sgfr-000057,train
sgfr-002955,train
sgfr-002197,train
sgfr-002246,train
sgfr-005061,train
sgfr-001545,train
sgfr-004741,train
sgfr-000503,train
sgfr-001276,train
sgfr-004114,train
sgfr-000780,train
sgfr-004261,train
sgfr-000273,train
sgfr-004290,train
sgfr-000311,train
sgfr-000941,train
sgfr-002157,train
sgfr-000872,train
sgfr-001147,train
sgfr-001411,train
sgfr-004605,train
sgfr-001375,train
sgfr-002332,train
sgfr-003148,train
sgfr-000936,train
sgfr-004753,train
sgfr-004507,train
sgfr-003074,train
sgfr-002621,train
sgfr-003019,train
sgfr-003144,train
sgfr-004130,train
sgfr-003726,train
sgfr-001596,train
sgfr-004950,train
sgfr-000060,train
sgfr-003503,train
sgfr-004610,train
sgfr-004359,train
sgfr-003950,train
sgfr-002068,train
sgfr-000430,train
sgfr-003543,train
sgfr-004251,train
sgfr-003151,train
sgfr-001878,train
sgfr-003806,train
sgfr-001194,train
sgfr-004997,train
sgfr-004552,train
sgfr-000836,train
sgfr-002338,train
sgfr-004949,train
sgfr-002350,train
sgfr-000991,train
sgfr-005475,train
sgfr-005508,train
sgfr-005417,train
sgfr-002816,train
sgfr-000695,train
sgfr-002440,train
sgfr-003963,train
sgfr-005430,train
sgfr-003688,train
sgfr-001082,train
sgfr-004839,train
sgfr-002683,train
sgfr-004010,train
sgfr-004720,train
sgfr-004026,train
sgfr-000239,train
sgfr-000111,train
sgfr-001551,train
sgfr-002908,train
sgfr-004497,train
sgfr-001768,train
sgfr-003747,train
sgfr-005518,train
sgfr-004158,train
sgfr-001603,train
sgfr-002028,train
sgfr-003011,train
sgfr-000648,train
sgfr-000605,train
sgfr-001515,train
sgfr-000377,train
sgfr-003914,train
sgfr-002112,train
sgfr-001443,train
sgfr-001983,train
sgfr-002891,train
sgfr-000366,train
sgfr-003508,train
sgfr-004357,train
sgfr-001302,train
sgfr-002546,train
sgfr-003962,train
sgfr-001127,train
sgfr-001944,train
sgfr-000500,train
sgfr-000246,train
sgfr-003897,train
sgfr-003232,train
sgfr-001748,train
sgfr-002964,train
sgfr-005193,train
sgfr-000306,train
sgfr-000581,train
sgfr-004506,train
sgfr-005098,train
sgfr-002664,train
sgfr-001739,train
sgfr-003862,train
sgfr-004219,train
sgfr-004841,train
sgfr-000307,train
sgfr-005222,train
sgfr-000331,train
sgfr-003924,train
sgfr-002222,train
sgfr-001650,train
sgfr-000707,train
sgfr-004214,train
sgfr-004679,train
sgfr-003421,train
sgfr-001648,train
sgfr-002427,train
sgfr-002665,train
sgfr-000698,train
sgfr-000654,train
sgfr-004668,train
sgfr-003933,train
sgfr-003535,train
sgfr-004016,train
sgfr-005438,train
sgfr-003827,train
sgfr-003157,train
sgfr-001762,train
sgfr-005022,train
sgfr-003593,train
sgfr-005376,train
sgfr-004904,train
sgfr-003498,train
sgfr-001242,train
sgfr-003152,train
sgfr-000184,train
sgfr-002492,train
sgfr-002952,train
sgfr-001497,train
sgfr-001533,train
sgfr-005419,train
sgfr-000704,train
sgfr-001433,train
sgfr-003365,train
sgfr-002404,train
sgfr-001631,train
sgfr-004560,train
sgfr-000234,train
sgfr-004748,train
sgfr-002501,train
sgfr-004364,train
sgfr-003193,train
sgfr-000575,train
sgfr-000703,train
sgfr-004085,train
sgfr-003265,train
sgfr-003083,train
sgfr-000805,train
sgfr-002102,train
sgfr-004872,train
sgfr-001073,train
sgfr-003805,train
sgfr-000023,train
sgfr-004878,train
sgfr-000732,train
sgfr-001958,train
sgfr-005003,train
sgfr-000084,train
sgfr-001924,train
sgfr-001527,train
sgfr-001717,train
sgfr-003360,train
sgfr-003027,train
sgfr-002555,train
sgfr-003822,train
sgfr-000725,train
sgfr-003103,train
sgfr-000626,train
sgfr-002360,train
sgfr-004228,train
sgfr-004754,train
sgfr-000646,train
sgfr-001274,train
sgfr-003684,train
sgfr-002989,train
sgfr-003731,train
sgfr-004998,train
sgfr-003049,train
sgfr-003606,train
sgfr-000028,train
sgfr-004315,train
sgfr-001343,train
sgfr-004374,train
sgfr-002924,train
sgfr-001294,train
sgfr-000588,train
sgfr-000419,train
sgfr-005239,train
sgfr-005147,train
sgfr-003362,train
sgfr-004520,train
sgfr-002122,train
sgfr-000425,train
sgfr-004634,train
sgfr-005170,train
sgfr-000265,train
sgfr-005444,train
sgfr-000587,train
sgfr-000806,train
sgfr-003267,train
sgfr-004974,train
sgfr-001045,train
sgfr-000478,train
sgfr-002746,train
sgfr-004531,train
sgfr-003968,train
sgfr-002439,train
sgfr-003107,train
sgfr-003406,train
sgfr-005126,train
sgfr-004765,train
sgfr-005401,train
sgfr-002760,train
sgfr-001511,train
sgfr-005501,train
sgfr-004703,train
sgfr-000801,train
sgfr-002456,train
sgfr-001444,train
sgfr-005306,train
sgfr-003483,train
sgfr-001954,train
sgfr-002999,train
sgfr-005347,train
sgfr-004295,train
sgfr-000951,train
sgfr-005484,train
sgfr-002718,train
sgfr-001607,train
sgfr-000045,train
sgfr-004409,train
sgfr-002795,train
sgfr-002525,train
sgfr-003938,train
sgfr-000123,train
sgfr-004371,train
sgfr-005428,train
sgfr-000412,train
sgfr-005160,train
sgfr-001341,train
sgfr-003946,train
sgfr-002299,train
sgfr-000934,train
sgfr-003198,train
sgfr-005074,train
sgfr-005235,train
sgfr-002204,train
sgfr-005130,train
sgfr-002168,train
sgfr-000143,train
sgfr-003295,train
sgfr-002713,train
sgfr-003975,train
sgfr-004195,train
sgfr-005418,train
sgfr-001234,train
sgfr-004718,train
sgfr-000058,train
sgfr-003219,train
sgfr-001801,train
sgfr-000926,train
sgfr-003179,train
sgfr-002328,train
sgfr-000866,train
sgfr-004885,train
sgfr-003892,train
sgfr-003959,train
sgfr-003248,train
sgfr-001099,train
sgfr-004330,train
sgfr-005546,train
sgfr-004624,train
sgfr-002636,train
sgfr-003751,train
sgfr-000905,train
sgfr-000414,train
sgfr-001476,train
sgfr-001197,train
sgfr-000346,train
sgfr-001571,train
sgfr-000499,train
sgfr-002875,train
sgfr-004555,train
sgfr-002679,train
sgfr-001097,train
sgfr-001684,train
sgfr-002248,train
sgfr-001334,train
sgfr-005442,train
sgfr-005407,train
sgfr-003137,train
sgfr-004778,train
sgfr-000014,train
sgfr-000236,train
sgfr-000560,train
sgfr-002868,train
sgfr-001991,train
sgfr-003075,train
sgfr-000961,train
sgfr-000570,train
sgfr-001246,train
sgfr-001110,train
sgfr-004385,train
sgfr-005561,train
sgfr-000645,train
sgfr-001050,train
sgfr-004622,train
sgfr-005266,train
sgfr-003388,train
sgfr-000393,train
sgfr-002437,train
sgfr-001538,train
sgfr-000276,train
sgfr-000599,train
sgfr-003047,train
sgfr-004698,train
sgfr-002090,train
sgfr-000694,train
sgfr-002815,train
sgfr-004779,train
sgfr-001143,train
sgfr-003728,train
sgfr-002307,train
sgfr-000785,train
sgfr-003626,train
sgfr-000755,train
sgfr-003494,train
sgfr-003327,train
sgfr-002071,train
sgfr-001216,train
sgfr-004642,train
sgfr-003582,train
sgfr-001703,train
sgfr-000193,train
sgfr-001987,train
sgfr-005534,train
sgfr-003459,train
sgfr-001249,train
sgfr-004663,train
sgfr-002749,train
sgfr-004231,train
sgfr-001867,train
sgfr-001923,train
sgfr-004098,train
sgfr-000810,train
sgfr-005538,train
sgfr-002387,train
sgfr-003122,train
sgfr-003934,train
sgfr-004847,train
sgfr-001088,train
sgfr-005316,train
sgfr-004426,train
sgfr-003886,train
sgfr-003306,train
sgfr-002243,train
sgfr-003491,train
sgfr-004442,train
sgfr-003138,train
sgfr-004761,train
sgfr-001233,train
sgfr-002400,train
sgfr-003921,train
sgfr-004690,train
sgfr-004843,train
sgfr-004637,train
sgfr-003278,train
sgfr-002707,train
sgfr-004724,train
sgfr-001367,train
sgfr-001692,train
sgfr-002878,train
sgfr-002909,train
sgfr-001812,train
sgfr-005317,train
sgfr-002236,train
sgfr-003317,train
sgfr-004961,train
sgfr-002066,train
sgfr-001136,train
sgfr-000854,train
sgfr-004474,train
sgfr-003658,train
sgfr-003242,train
sgfr-002074,train
sgfr-000792,train
sgfr-001693,train
sgfr-005550,train
sgfr-002834,train
sgfr-003209,train
sgfr-003538,train
sgfr-000183,train
sgfr-004137,train
sgfr-004500,train
sgfr-000242,train
sgfr-002686,train
sgfr-002155,train
sgfr-002475,train
sgfr-002148,train
sgfr-000116,train
sgfr-002378,train
sgfr-000758,train
sgfr-004927,train
sgfr-002581,train
sgfr-001059,train
sgfr-001945,train
sgfr-001653,train
sgfr-003061,train
sgfr-000944,train
sgfr-004461,train
sgfr-005385,train
sgfr-001112,train
sgfr-001081,train
sgfr-000320,train
sgfr-002015,train
sgfr-000831,train
sgfr-005415,train
sgfr-005355,train
sgfr-004050,train
sgfr-001379,train
sgfr-000221,train
sgfr-003697,train
sgfr-002159,train
sgfr-002531,train
sgfr-004758,train
sgfr-000088,train
sgfr-002319,train
sgfr-003997,train
sgfr-002673,train
sgfr-001835,train
sgfr-005172,train
sgfr-000603,train
sgfr-002016,train
sgfr-003701,train
sgfr-003067,train
sgfr-005356,train
sgfr-002590,train
sgfr-002263,train
sgfr-002046,train
sgfr-003055,train
sgfr-000507,train
sgfr-001474,train
sgfr-003273,train
sgfr-002290,train
sgfr-001828,train
sgfr-001315,train
sgfr-002953,train
sgfr-003794,train
sgfr-002257,train
sgfr-001517,train
sgfr-001752,train
sgfr-003488,train
sgfr-003746,train
sgfr-003091,train
sgfr-000225,train
sgfr-000442,train
sgfr-004079,train
sgfr-005354,train
sgfr-004181,train
sgfr-001873,train
sgfr-003792,train
sgfr-003013,train
sgfr-002689,train
sgfr-001386,train
sgfr-000619,train
sgfr-004502,train
sgfr-000891,train
sgfr-004240,train
sgfr-004967,train
sgfr-003184,train
sgfr-005025,train
sgfr-004227,train
sgfr-001098,train
sgfr-005336,train
sgfr-002199,train
sgfr-004006,train
sgfr-003216,train
sgfr-000530,train
sgfr-005361,train
sgfr-004434,train
sgfr-001188,train
sgfr-003953,train
sgfr-004558,train
sgfr-004938,train
sgfr-003354,train
sgfr-000651,train
sgfr-001085,train
sgfr-000904,train
sgfr-000656,train
sgfr-000012,train
sgfr-002460,train
sgfr-000815,train
sgfr-004448,train
sgfr-004309,train
sgfr-005041,train
sgfr-003089,train
sgfr-004635,train
sgfr-003308,train
sgfr-002110,train
sgfr-001656,train
sgfr-000649,train
sgfr-003613,train
sgfr-000078,train
sgfr-003979,train
sgfr-001702,train
sgfr-004889,train
sgfr-004830,train
sgfr-003217,train
sgfr-001938,train
sgfr-002609,train
sgfr-002331,train
sgfr-002931,train
sgfr-000608,train
sgfr-002128,train
sgfr-004318,train
sgfr-000222,train
sgfr-002857,train
sgfr-003096,train
sgfr-000405,train
sgfr-003000,train
sgfr-001321,train
sgfr-005410,train
sgfr-000305,train
sgfr-004078,train
sgfr-000764,train
sgfr-003369,train
sgfr-005504,train
sgfr-005461,train
sgfr-003687,train
sgfr-003149,train
sgfr-002249,train
sgfr-002326,train
sgfr-001360,train
sgfr-002478,train
sgfr-002094,train
sgfr-001193,train
sgfr-001872,train
sgfr-000047,train
sgfr-005499,train
sgfr-005454,train
sgfr-005099,train
sgfr-001744,train
sgfr-000359,train
sgfr-000832,train
sgfr-002949,train
sgfr-001885,train
sgfr-002620,train
sgfr-003653,train
sgfr-000010,train
sgfr-004541,train
sgfr-002942,train
sgfr-005303,train
sgfr-003495,train
sgfr-004794,train
sgfr-002736,train
sgfr-002099,train
sgfr-005260,train
sgfr-005280,train
sgfr-004947,train
sgfr-000093,train
sgfr-000205,train
sgfr-003442,train
sgfr-003180,train
sgfr-001640,train
sgfr-004061,train
sgfr-002805,train
sgfr-003661,train
sgfr-001199,train
sgfr-003022,train
sgfr-005522,train
sgfr-004958,train
sgfr-002371,train
sgfr-003041,train
sgfr-003160,train
sgfr-002698,train
sgfr-000466,train
sgfr-004626,train
sgfr-004894,train
sgfr-002996,train
sgfr-005305,train
sgfr-003995,train
sgfr-000410,train
sgfr-000161,train
sgfr-001305,train
sgfr-001786,train
sgfr-002119,train
sgfr-004105,train
sgfr-004396,train
sgfr-002215,train
sgfr-000380,train
sgfr-001813,train
sgfr-004057,train
sgfr-003937,train
sgfr-004013,train
sgfr-000962,train
sgfr-003868,train
sgfr-003069,train
sgfr-002088,train
sgfr-000892,train
sgfr-003612,train
sgfr-002560,train
sgfr-000341,train
sgfr-001347,train
sgfr-001950,train
sgfr-002850,train
sgfr-004292,train
sgfr-002096,train
sgfr-001069,train
sgfr-004646,train
sgfr-002979,train
sgfr-002352,train
sgfr-004209,train
sgfr-001253,train
sgfr-003916,train
sgfr-004088,train
sgfr-004984,train
sgfr-003957,train
sgfr-001985,train
sgfr-001524,train
sgfr-001437,train
sgfr-004336,train
sgfr-005245,train
sgfr-001358,train
sgfr-001637,train
sgfr-000194,train
sgfr-003894,train
sgfr-002645,train
sgfr-002625,train
sgfr-002285,train
sgfr-000109,train
sgfr-003835,train
sgfr-003291,train
sgfr-002174,train
sgfr-002349,train
sgfr-003614,train
sgfr-000350,train
sgfr-004602,train
sgfr-001728,train
sgfr-002877,train
sgfr-004362,train
sgfr-000034,train
sgfr-005476,train
sgfr-000652,train
sgfr-002061,train
sgfr-004710,train
sgfr-000632,train
sgfr-002229,train
sgfr-001259,train
sgfr-005464,train
sgfr-002838,train
sgfr-002469,train
sgfr-001810,train
sgfr-003881,train
sgfr-002388,train
sgfr-004509,train
sgfr-000913,train
sgfr-000771,train
sgfr-001180,train
sgfr-001330,train
sgfr-000217,train
sgfr-002455,train
sgfr-004138,train
sgfr-001212,train
sgfr-004836,train
sgfr-001921,train
sgfr-005036,train
sgfr-005440,train
sgfr-003411,train
sgfr-000853,train
sgfr-000744,train
sgfr-001854,train
sgfr-002337,train
sgfr-001947,train
sgfr-003135,train
sgfr-004518,train
sgfr-005537,train
sgfr-000398,train
sgfr-004403,train
sgfr-004916,train
sgfr-000454,train
sgfr-001258,train
sgfr-002260,train
sgfr-005360,train
sgfr-000579,train
sgfr-004714,train
sgfr-002580,train
sgfr-001698,train
sgfr-003012,train
sgfr-003463,train
sgfr-003820,train
sgfr-001956,train
sgfr-005023,train
sgfr-003824,train
sgfr-001750,train
sgfr-002171,train
sgfr-002653,train
sgfr-004263,train
sgfr-000678,train
sgfr-003501,train
sgfr-002515,train
sgfr-000166,train
sgfr-003558,train
sgfr-005478,train
sgfr-005502,train
sgfr-001928,train
sgfr-001114,train
sgfr-000752,train
sgfr-003762,train
sgfr-001116,train
sgfr-000683,train
sgfr-001075,train
sgfr-000896,train
sgfr-002485,train
sgfr-003142,train
sgfr-005281,train
sgfr-004721,train
sgfr-004700,train
sgfr-002858,train
sgfr-001128,train
sgfr-004388,train
sgfr-000190,train
sgfr-003581,train
sgfr-004982,train
sgfr-003609,train
sgfr-004224,train
sgfr-003364,train
sgfr-003871,train
sgfr-000283,train
sgfr-005493,train
sgfr-000852,train
sgfr-000821,train
sgfr-004051,train
sgfr-004276,train
sgfr-005500,train
sgfr-001910,train
sgfr-005505,train
sgfr-002173,train
sgfr-000798,train
sgfr-004543,train
sgfr-004449,train
sgfr-003073,train
sgfr-002702,train
sgfr-002715,train
sgfr-000322,train
sgfr-002272,train
sgfr-000767,train
sgfr-001539,train
sgfr-001942,train
sgfr-002763,train
sgfr-001092,train
sgfr-005393,train
sgfr-005058,train
sgfr-004475,train
sgfr-000381,train
sgfr-003342,train
sgfr-003439,train
sgfr-003457,train
sgfr-005333,train
sgfr-005029,train
sgfr-003589,train
sgfr-002009,train
sgfr-005137,train
sgfr-000433,train
sgfr-002496,train
sgfr-001583,train
sgfr-000379,train
sgfr-003600,train
sgfr-000943,train
sgfr-001642,train
sgfr-001597,train
sgfr-004115,train
sgfr-001830,train
sgfr-000005,train
sgfr-003084,train
sgfr-000294,train
sgfr-001871,train
sgfr-003753,train
sgfr-005448,train
sgfr-000855,train
sgfr-002186,train
sgfr-005049,train
sgfr-000141,train
sgfr-000095,train
sgfr-002111,train
sgfr-000983,train
sgfr-005076,train
sgfr-002108,train
sgfr-005351,train
sgfr-002756,train
sgfr-000136,train
sgfr-005145,train
sgfr-002449,train
sgfr-000922,train
sgfr-002052,train
sgfr-004378,train
sgfr-001244,train
sgfr-004066,train
sgfr-005035,train
sgfr-002374,train
sgfr-002960,train
sgfr-001151,train
sgfr-002100,train
sgfr-005093,train
sgfr-002650,train
sgfr-003875,train
sgfr-005197,train
sgfr-005359,train
sgfr-001624,train
sgfr-003737,train
sgfr-000787,train
sgfr-002245,train
sgfr-001999,train
sgfr-000464,train
sgfr-003279,train
sgfr-001142,train
sgfr-003109,train
sgfr-003249,train
sgfr-000751,train
sgfr-002592,train
sgfr-002493,train
sgfr-004045,train
sgfr-001572,train
sgfr-002106,train
sgfr-000204,train
sgfr-002458,train
sgfr-003014,train
sgfr-004959,train
sgfr-000159,train
sgfr-005569,train
sgfr-004135,train
sgfr-003785,train
sgfr-003960,train
sgfr-003811,train
sgfr-004648,train
sgfr-002682,train
sgfr-000021,train
sgfr-005349,train
sgfr-003352,train
sgfr-001714,train
sgfr-003571,train
sgfr-000987,train
sgfr-003646,train
sgfr-005363,train
sgfr-004232,train
sgfr-004458,train
sgfr-002832,train
sgfr-001100,train
sgfr-005184,train
sgfr-002291,train
sgfr-000390,train
sgfr-003722,train
sgfr-000709,train
sgfr-003060,train
sgfr-005311,train
sgfr-003017,train
sgfr-001818,train
sgfr-005447,train
sgfr-001215,train
sgfr-000072,train
sgfr-003021,train
sgfr-001670,train
sgfr-001196,train
sgfr-000721,train
sgfr-003939,train
sgfr-003427,train
sgfr-000727,train
sgfr-005028,train
sgfr-005296,train
sgfr-004345,train
sgfr-002317,train
sgfr-000797,train
sgfr-004618,train
sgfr-005412,train
sgfr-000235,train
sgfr-002928,train
sgfr-000958,train
sgfr-003244,train
sgfr-004501,train
sgfr-002041,train
sgfr-001769,train
sgfr-000150,train
sgfr-001834,train
sgfr-000015,train
sgfr-000181,train
sgfr-001525,train
sgfr-003782,train
sgfr-004433,train
sgfr-001364,train
sgfr-004632,train
sgfr-000875,train
sgfr-004523,train
sgfr-001048,train
sgfr-003231,train
sgfr-001634,train
sgfr-003969,train
sgfr-003350,train
sgfr-002138,train
sgfr-001228,train
sgfr-002273,train
sgfr-000135,train
sgfr-003666,train
sgfr-004823,train
sgfr-001034,train
sgfr-004317,train
sgfr-002845,train
sgfr-000253,train
sgfr-003059,train
sgfr-003569,train
sgfr-000383,train
sgfr-000712,train
sgfr-004762,train
sgfr-004796,train
sgfr-002593,train
sgfr-002790,train
sgfr-000441,train
sgfr-005166,train
sgfr-002358,train
sgfr-000522,train
sgfr-003460,train
